file_name,gt,yolo,detr,frcnn,blip2,gemma_e2b,gemma_e4b,yolo_var,detr_var,frcnn_var,blip2_var,gemma_e2b_var,gemma_e4b_var,yolo_lat_ms,detr_lat_ms,frcnn_lat_ms,blip2_lat_ms,gemma_e2b_lat_ms,gemma_e4b_lat_ms
000000203864.jpg,2,2,2,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,11.290477123111486,50.042842980474234,32.0932837203145,303.2335848547518,444.3045095540583,494.519152212888
000000565563.jpg,1,1,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,11.11504016444087,49.99386193230748,32.97189809381962,378.01858549937606,445.010990370065,493.4078920632601
000000257478.jpg,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,12.086436152458191,49.94678543880582,31.32397308945656,303.2951741479337,450.74288500472903,489.09807158634067
000000568814.jpg,3,3,5,3,1,2,2,0.0,0.0,0.0,0.0,0.0,0.0,10.989331640303135,49.90080511197448,35.567700397223234,300.6123807281256,452.11584120988846,489.12306129932404
000000345356.jpg,2,2,2,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,11.109722312539816,49.94488414376974,32.68969338387251,301.00927827879786,448.917877394706,489.9996700696647
000000128699.jpg,12,8,13,11,1,15,12,0.0,0.0,0.0,0.0,0.0,0.0,11.93609880283475,49.930961802601814,33.24622707441449,300.1009067520499,621.2150482460856,685.3994634002447
000000527427.jpg,1,1,1,2,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,11.116492561995983,50.067607779055834,32.919921446591616,300.92783458530903,444.36623668298125,490.685080178082
000000313454.jpg,1,1,1,2,2,1,1,0.0,0.0,0.0,0.0,0.0,0.0,11.705959681421518,50.089433789253235,38.5004342533648,300.6857195869088,452.594964299351,496.1900841444731
000000270122.jpg,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,11.894023045897484,49.99593831598759,34.79433199390769,300.2318264916539,451.57774398103356,493.89445316046476
000000451144.jpg,2,2,2,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,12.068061623722315,49.9707255512476,32.84199954941869,300.3980810754001,452.6911098510027,492.856468539685
000000370270.jpg,3,3,4,3,3,3,3,0.0,0.0,0.0,0.0,0.0,0.0,11.984608136117458,50.13151839375496,32.97367272898555,301.16993142291903,449.732628185302,492.9615701548755
000000119088.jpg,3,3,4,3,3,3,3,0.0,0.0,0.0,0.0,0.0,0.0,12.769993860274553,50.04225391894579,32.841833774000406,300.38091680034995,452.312049921602,489.5715448074043
000000321214.jpg,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,12.02438771724701,50.0541883520782,32.883504871279,301.86272226274014,451.2751782312989,492.9406950250268
000000508312.jpg,1,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,12.540340889245272,49.892391078174114,34.53946206718683,378.0939858406782,447.5038847886026,501.830895897001
000000081594.jpg,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,11.938740033656359,50.02264166250825,32.97218540683389,306.89608165994287,449.89216048270464,495.8903696388006
000000474028.jpg,14,13,13,12,3,12,14,0.0,0.0,0.0,0.0,0.0,0.0,11.894080322235823,49.947951920330524,34.89139350131154,301.0027795098722,623.2979935593903,688.7757563963532
000000213033.jpg,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,11.961993295699358,50.08127260953188,33.152091316878796,300.78909220173955,449.22441337257624,497.5184774957597
000000334417.jpg,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,11.838015634566545,49.85284013673663,34.68501567840576,344.5531250908971,448.4412749297917,497.3623543046415
000000190307.jpg,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,12.091060634702444,49.93507359176874,29.86854361370206,354.27954653277993,461.9436380453408,495.1595333404839
000000553731.jpg,6,4,4,4,3,4,4,0.0,0.0,0.0,0.0,0.0,0.0,11.94711634889245,49.91401359438896,34.80628039687872,349.37689546495676,449.38860600814223,493.143692612648
000000302990.jpg,2,3,3,2,2,3,2,0.0,0.0,0.0,0.0,0.0,0.0,11.795645579695702,49.83675107359886,34.81439873576164,345.13277979567647,442.6985699683428,493.6668798327446
000000140556.jpg,4,3,4,4,4,4,4,0.0,0.0,0.0,0.0,0.0,0.0,11.965392623096704,50.02912040799856,33.375291619449854,350.67471442744136,443.8346577808261,496.24519562348723
000000139077.jpg,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,13.045126106590033,50.18111690878868,32.965165097266436,350.4583411850035,448.03048064932227,493.3460517786443
000000568290.jpg,3,3,3,2,0,3,4,0.0,0.0,0.0,0.0,0.0,0.0,12.285169679671526,49.855494406074286,34.78345973417163,439.2240312881768,448.75580817461014,494.7994197718799
000000547886.jpg,4,3,4,4,3,4,3,0.0,0.0,0.0,0.0,0.0,0.0,11.894982773810625,49.908102955669165,34.635238349437714,350.094810128212,448.8951629027724,496.89627764746547
000000532493.jpg,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,11.767867486923933,49.78973511606455,35.33693868666887,350.48511857166886,449.06532391905785,496.10648350790143
000000201418.jpg,14,14,22,14,1,12,15,0.0,0.0,0.0,0.0,0.0,0.0,12.788583058863878,49.92975201457739,32.77447912842035,350.68825725466013,641.509591601789,689.2480873502791
000000246968.jpg,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,10.739085264503956,49.935538321733475,34.7414156422019,299.6723144315183,461.2261774018407,493.05690824985504
000000199055.jpg,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,10.462942998856306,49.99181302264333,33.00352534279227,300.797363743186,443.61739279702306,493.5336783528328
000000490515.jpg,1,1,1,2,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,10.423951782286167,49.851824063807726,34.82477180659771,300.81880558282137,443.0217710323632,493.9018744044006
000000554595.jpg,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,11.567041743546724,50.00314535573125,32.91183989495039,301.81404994800687,443.2209972292185,499.40021242946386
000000564091.jpg,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,10.405607987195253,49.86332729458809,34.74300215020776,302.5639997795224,450.14438638463616,496.3335730135441
000000361142.jpg,3,1,5,5,0,5,4,0.0,0.0,0.0,0.0,0.0,0.0,10.46283869072795,50.01979088410735,33.38573779910803,377.1487739868462,449.5483422651887,494.1374328918755
000000184324.jpg,14,14,16,20,3,35,30,0.0,0.0,0.0,0.0,0.0,0.0,10.498649440705776,49.900553189218044,34.88453011959791,301.6252787783742,623.4110202640295,689.6182047203183
000000327617.jpg,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,10.404434986412525,50.08147796615958,38.11657382175326,302.0673571154475,449.4961705058813,495.234995149076
000000092416.jpg,5,5,8,6,2,5,5,0.0,0.0,0.0,0.0,0.0,0.0,10.779373813420534,50.11098179966211,32.861866522580385,303.1850825063884,460.4922579601407,515.9496464766562
000000129062.jpg,1,0,0,0,1,2,1,0.0,0.0,0.0,0.0,0.0,0.0,10.544666554778814,50.08656904101372,33.0768683925271,302.35577607527375,444.6404720656574,495.3067060559988
000000289960.jpg,1,1,2,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,10.512094479054213,50.298258662223816,32.89844607934356,303.9238825440407,449.974755756557,494.44548692554235
000000323895.jpg,2,1,2,2,1,2,2,0.0,0.0,0.0,0.0,0.0,0.0,10.872750077396631,50.13548117130995,32.82069368287921,304.22095814719796,450.46143559738994,496.77353305742145
000000132544.jpg,10,5,7,9,3,6,6,0.0,0.0,0.0,0.0,0.0,0.0,10.452438611537218,50.00178189948201,34.87792611122131,301.1425933800638,448.65839881822467,497.08595825359225
000000133567.jpg,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,10.447172913700342,50.00486318022013,34.84804229810834,300.292348023504,448.9836413413286,496.38875760138035
000000468954.jpg,2,2,3,3,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,10.506882332265377,49.92853803560138,34.803214482963085,299.97981060296297,447.7711636573076,496.82451924309134
000000442463.jpg,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,10.484964121133089,50.13404740020633,32.967704348266125,300.8478544652462,459.63300205767155,494.5580889470875
000000035682.jpg,4,5,4,4,1,3,3,0.0,0.0,0.0,0.0,0.0,0.0,10.670940391719341,50.06204592064023,32.80299063771963,302.02074255794287,444.4063976407051,494.57347113639116
000000492077.jpg,11,7,13,7,5,8,7,0.0,0.0,0.0,0.0,0.0,0.0,10.662734508514404,50.12790486216545,32.75964641943574,302.23857751116157,449.79941565543413,493.4720052406192
000000568439.jpg,14,11,15,9,3,15,11,0.0,0.0,0.0,0.0,0.0,0.0,10.574760846793652,49.892901442945,33.50564604625106,300.23418739438057,622.6908820681274,690.501366276294
000000257896.jpg,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,10.49656979739666,50.109258852899075,32.92681183665991,305.6401740759611,449.3164196610451,497.1639350987971
000000287527.jpg,2,3,2,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,10.840895120054483,49.606962129473686,28.745082672685385,307.24879540503025,450.1493750140071,499.6018628589809
000000347174.jpg,1,0,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,10.460838209837675,49.95717853307724,34.97040085494518,305.62406964600086,460.3542434051633,499.05172316357493
000000457559.jpg,6,5,7,5,3,5,5,0.0,0.0,0.0,0.0,0.0,0.0,10.46556793153286,50.020745024085045,35.04550037905574,305.2833597175777,442.9362532682717,496.1696118116379
000000189475.jpg,11,10,13,11,3,8,7,0.0,0.0,0.0,0.0,0.0,0.0,11.39660831540823,50.078903790563345,33.032594714313745,304.07236935570836,448.55606742203236,492.54965502768755
000000008690.jpg,4,3,4,5,3,4,4,0.0,0.0,0.0,0.0,0.0,0.0,10.793288238346577,50.086329225450754,33.039584290236235,305.0356609746814,448.7580587156117,494.86416345462203
000000158227.jpg,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,11.36317104101181,49.982423428446054,33.635479398071766,304.0726757608354,447.19028659164906,494.9737130664289
000000108026.jpg,1,2,1,3,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,10.448156856000423,49.93810271844268,34.95161794126034,305.7934306561947,448.4172398224473,495.0391072779894
000000370813.jpg,1,1,1,2,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,10.880476329475641,50.02140253782272,30.073932372033596,307.55393113940954,448.4640243463218,494.99137280508876
000000122166.jpg,6,4,14,7,2,6,6,0.0,0.0,0.0,0.0,0.0,0.0,10.535181034356356,50.068332348018885,34.71947927027941,303.7834968417883,460.3184228762984,502.1513206884265
000000172877.jpg,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,10.520958341658115,50.08647637441754,32.38363703712821,303.91676677390933,444.8021147400141,494.474598672241
000000262587.jpg,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,10.668353643268347,50.07369723170996,32.3634403757751,305.07616559043527,444.0160379745066,496.01807398721576
000000577932.jpg,11,7,17,10,2,12,11,0.0,0.0,0.0,0.0,0.0,0.0,10.845422744750977,50.48207752406597,30.203312169760466,305.3146190941334,635.4914009571075,688.9834115281701
000000240023.jpg,6,5,9,5,1,8,6,0.0,0.0,0.0,0.0,0.0,0.0,10.6350127607584,50.132743548601866,32.35486289486289,304.9624082632363,456.24902471899986,490.4683423228562
000000352491.jpg,5,0,4,3,0,6,5,0.0,0.0,0.0,0.0,0.0,0.0,10.569988284260035,50.16668047755957,34.58121791481972,379.6028085052967,455.77926794067025,490.2510978281498
000000018193.jpg,1,1,2,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,10.497815441340208,50.10307161137462,34.03839701786637,304.5908878557384,455.70183359086514,490.01404689624906
000000509014.jpg,14,18,20,31,3,35,32,0.0,0.0,0.0,0.0,0.0,0.0,10.106236208230257,50.249429419636726,31.01347293704748,303.1296506524086,654.2959911748767,688.0470020696521
000000163746.jpg,11,9,12,10,2,8,8,0.0,0.0,0.0,0.0,0.0,0.0,10.931909084320068,50.1454109326005,31.749084126204252,304.5981670729816,473.8781345076859,509.14078392088413
000000215072.jpg,2,3,3,3,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,10.513177141547203,49.941223580390215,35.47767782583833,306.7750670015812,442.44781555607915,501.04750506579876
000000226408.jpg,1,2,2,2,2,3,3,0.0,0.0,0.0,0.0,0.0,0.0,10.526682250201702,49.926106818020344,34.278853330761194,303.18502709269524,442.77866277843714,498.65683540701866
000000341973.jpg,2,2,2,3,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,11.463368311524391,50.08997768163681,34.77221820503473,301.79694341495633,443.01136024296284,496.3993430137634
000000163314.jpg,14,10,14,15,3,22,20,0.0,0.0,0.0,0.0,0.0,0.0,13.1162921898067,50.03319261595607,35.65344959497452,301.44514609128237,632.4506364762783,710.7814713381231
000000157046.jpg,2,0,0,1,1,2,2,0.0,0.0,0.0,0.0,0.0,0.0,13.400322757661343,50.08945753797889,34.97624024748802,301.96159332990646,455.30821941792965,500.0842590816319
000000410650.jpg,14,12,25,13,2,65,35,0.0,0.0,0.0,0.0,0.0,0.0,12.314855586737394,50.09987950325012,34.288269467651844,303.6199011839926,624.8465473763645,694.0754880197346
000000177213.jpg,1,0,1,1,1,2,2,0.0,0.0,0.0,0.0,0.0,0.0,11.754631996154785,50.017723347991705,36.38433711603284,301.9839799962938,448.47774086520076,509.8954071290791
000000316404.jpg,2,2,2,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,11.301602236926556,49.90384168922901,33.85226335376501,303.00675332546234,461.28822304308414,499.3454935029149
000000239857.jpg,4,5,4,4,3,6,5,0.0,0.0,0.0,0.0,0.0,0.0,12.171328999102116,49.9581890180707,34.942708909511566,301.7904022708535,447.03779788687825,498.1352281756699
000000380711.jpg,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,12.98094680532813,49.518645741045475,28.641181997954845,304.22965763136744,449.43796563893557,501.81251950562
000000026690.jpg,14,9,17,13,2,18,15,0.0,0.0,0.0,0.0,0.0,0.0,10.782286059111357,49.99580280855298,34.85419321805239,303.0587532557547,624.6627233922482,700.7910669781268
000000049259.jpg,1,1,1,2,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,11.504709720611572,49.98850543051958,34.77431321516633,302.9922931455076,450.62950160354376,498.95347468554974
000000290843.jpg,1,0,1,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,11.228954419493675,50.01525254920125,34.80331413447857,303.6278379149735,450.4565936513245,498.5716603696346
000000476215.jpg,1,1,1,1,2,1,1,0.0,0.0,0.0,0.0,0.0,0.0,11.32808392867446,49.87497301772237,35.68127565085888,314.29801788181067,449.2799495346844,517.7449285984039
000000083172.jpg,3,3,3,3,1,3,3,0.0,0.0,0.0,0.0,0.0,0.0,11.25849038362503,49.94359193369746,34.82666099444032,350.41579650714993,449.1994781419635,500.36003068089485
000000357978.jpg,5,4,4,4,2,4,4,0.0,0.0,0.0,0.0,0.0,0.0,11.885598301887512,50.23592943325639,33.13892846927047,349.8672698624432,461.5158513188362,499.99788077548146
000000441491.jpg,3,3,4,2,3,3,3,0.0,0.0,0.0,0.0,0.0,0.0,11.565574910491705,50.05248682573438,32.815104350447655,351.9346662797034,444.92155173793435,499.8050625436008
000000376322.jpg,14,10,21,13,6,14,12,0.0,0.0,0.0,0.0,0.0,0.0,11.337229050695896,50.10596290230751,32.97985065728426,351.43197048455477,623.8098759204149,702.5935621932149
000000189775.jpg,14,11,19,15,3,150,55,0.0,0.0,0.0,0.0,0.0,0.0,11.411148123443127,50.079066306352615,33.11002999544144,351.6107611358166,798.6742458306253,694.9382000602782
000000417285.jpg,1,1,2,1,2,1,1,0.0,0.0,0.0,0.0,0.0,0.0,10.95717865973711,50.277354661375284,33.32675714045763,351.5101280063391,448.79837427288294,498.040693346411
000000483667.jpg,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,11.234105098992586,50.10975571349263,34.680917859077454,352.92547289282084,449.4380638934672,502.7291290462017
000000475572.jpg,2,2,2,2,1,2,2,0.0,0.0,0.0,0.0,0.0,0.0,11.519622523337603,49.94683479890227,34.8243061453104,303.4333847463131,454.72497632727027,502.5206306017935
000000492968.jpg,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,11.188471224159002,50.01966841518879,34.87326903268695,301.89429223537445,446.54741417616606,499.5534881018102
000000378515.jpg,9,9,13,11,3,10,8,0.0,0.0,0.0,0.0,0.0,0.0,11.347258929163218,50.0193708576262,35.104467533528805,302.53710271790624,624.0493203513324,498.0774843133986
000000179487.jpg,13,11,13,10,2,10,8,0.0,0.0,0.0,0.0,0.0,0.0,11.754135601222515,49.990999046713114,31.509831082075834,303.264282643795,622.8886218741536,499.14991157129407
000000482436.jpg,2,2,2,3,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,11.164935305714607,50.06024381145835,35.60634329915047,302.67551075667143,448.32829060032964,499.8621712438762
000000235241.jpg,5,5,6,5,3,5,5,0.0,0.0,0.0,0.0,0.0,0.0,11.406109668314457,49.91494957357645,34.74676935002208,303.42661729082465,460.5629616416991,497.6890506222844
000000039785.jpg,3,2,2,3,1,2,3,0.0,0.0,0.0,0.0,0.0,0.0,12.330776080489159,50.11798860505223,33.14415272325277,302.6324254460633,445.0539406388998,516.9511018320918
000000460147.jpg,3,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,11.371685191988945,49.94472023099661,35.076872911304235,377.67219450324774,443.8834716565907,500.12822449207306
000000121417.jpg,9,8,11,8,1,5,6,0.0,0.0,0.0,0.0,0.0,0.0,11.636335868388414,50.090736243873835,32.86919882521033,304.94484724476933,454.86000552773476,502.55399011075497
000000020571.jpg,3,3,5,4,1,3,2,0.0,0.0,0.0,0.0,0.0,0.0,11.499942746013403,50.10844161733985,29.997788835316896,302.91697941720486,450.14770654961467,502.0795310847461
000000000139.jpg,2,1,2,2,1,2,2,0.0,0.0,0.0,0.0,0.0,0.0,11.394691653549671,50.143931061029434,34.9196819588542,300.51528196781874,449.77120589464903,497.8816523216665
000000340894.jpg,1,2,2,2,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,11.651288717985153,50.289294216781855,33.02319720387459,374.9631866812706,450.00641979277134,497.9139748029411
000000338624.jpg,3,3,5,3,1,3,3,0.0,0.0,0.0,0.0,0.0,0.0,11.207425966858864,49.77473244071007,35.68622563034296,304.37713861465454,448.9069953560829,497.87367414683104
000000553669.jpg,9,6,11,7,2,8,7,0.0,0.0,0.0,0.0,0.0,0.0,11.656238697469234,50.10311817750335,33.00914680585265,305.4874665103853,463.1935735233128,498.73201502487063
000000445792.jpg,1,4,1,2,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,12.166844680905342,50.153618678450584,32.904254738241434,304.7713474370539,462.5943317078054,499.71896409988403
000000512929.jpg,2,2,2,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,12.645912822335958,49.53620443120599,28.57064548879862,306.4243015833199,447.02722830697894,502.5469437241554
000000067406.jpg,3,3,3,3,2,3,3,0.0,0.0,0.0,0.0,0.0,0.0,12.41779699921608,50.13126088306308,32.73864835500717,304.9871679395437,443.74897005036473,499.38871804624796
000000002006.jpg,3,3,3,3,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,11.221382766962051,50.10306416079402,32.98960253596306,306.06705602258444,443.4253624640405,497.8131493553519
000000173057.jpg,14,7,19,11,3,16,16,0.0,0.0,0.0,0.0,0.0,0.0,11.582252103835344,50.182647071778774,33.00923481583595,305.72277354076505,614.8786204867065,694.8028821498156
000000032038.jpg,1,1,1,1,1,2,1,0.0,0.0,0.0,0.0,0.0,0.0,11.98200462386012,49.94068620726466,34.93721503764391,304.30784402415156,448.82290018722415,496.9011670909822
000000351530.jpg,4,2,6,3,2,3,3,0.0,0.0,0.0,0.0,0.0,0.0,10.762723628431559,50.59508280828595,38.56764966621995,303.1430644914508,452.65236170962453,499.141285661608
000000067180.jpg,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,11.45214308053255,50.19177822396159,32.94998733326793,302.79702926054597,453.6900850944221,501.63888093084097
000000152686.jpg,2,2,2,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,11.202641297131777,50.02218438312411,35.33758083358407,302.0843528211117,453.41127971187234,497.0763293094933
000000561256.jpg,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,11.484265327453613,50.17547449097037,32.97178354114294,302.74938978254795,452.7008100412786,511.6550661623478
000000025603.jpg,4,5,9,4,2,3,3,0.0,0.0,0.0,0.0,0.0,0.0,11.361699551343918,50.13825977221131,33.03309343755245,302.7682821266353,456.0842360369861,499.9024271965027
000000496597.jpg,2,1,2,2,1,2,2,0.0,0.0,0.0,0.0,0.0,0.0,10.80923480913043,50.14283303171396,33.01873663440347,302.99121234565973,453.7084745243192,498.11847461387515
000000007278.jpg,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,11.634507682174444,50.107347778975964,32.915042247623205,302.99504986032844,454.11581126973033,501.85775477439165
000000479126.jpg,2,2,2,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,11.279291473329067,49.949044827371836,34.82548799365759,304.5036415569484,453.72398057952523,501.10085774213076
000000006471.jpg,10,11,14,9,3,4,4,0.0,0.0,0.0,0.0,0.0,0.0,12.079567648470402,49.97275769710541,34.6934380941093,304.3435155414045,452.25492119789124,499.48328360915184
000000411817.jpg,8,8,8,8,3,8,7,0.0,0.0,0.0,0.0,0.0,0.0,11.526684742420912,50.072395242750645,33.17334596067667,300.674628932029,452.30217557400465,498.1152671389282
000000544444.jpg,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,11.034528724849224,57.08024464547634,34.90531584247947,301.00330896675587,462.57399255409837,498.807234223932
000000089697.jpg,2,1,2,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,11.37271337211132,50.0339949503541,35.01931298524141,300.2465427853167,444.7077033109963,498.2168902643025
000000004134.jpg,13,15,16,15,2,12,15,0.0,0.0,0.0,0.0,0.0,0.0,11.541051790118217,50.08213268592954,35.04739236086607,302.1474597044289,624.7573685832322,696.8532190658152
000000332901.jpg,6,2,9,4,0,3,2,0.0,0.0,0.0,0.0,0.0,0.0,11.186918243765831,49.86810963600874,38.17278565838933,379.3369047343731,449.6848206035793,505.1439143717289
000000403584.jpg,8,4,16,3,2,5,5,0.0,0.0,0.0,0.0,0.0,0.0,11.860935017466545,49.64804742485285,28.734176885336637,306.2743744812906,451.22210029512644,502.9478627257049
000000102805.jpg,1,1,2,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,11.437647044658661,50.068403128534555,34.83800124377012,304.44722017273307,450.0030195340514,501.00205140188336
000000579655.jpg,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,11.296719312667847,49.56492269411683,38.111190777271986,304.22765389084816,455.04421554505825,498.3855979517102
000000140840.jpg,5,2,9,2,1,12,6,0.0,0.0,0.0,0.0,0.0,0.0,12.101313099265099,49.95962651446462,36.04109166190028,302.9060233384371,618.928253185004,497.0938158221543
000000438955.jpg,14,11,19,15,3,8,15,0.0,0.0,0.0,0.0,0.0,0.0,10.835179127752781,50.12848321348429,32.23276464268565,303.8276429288089,449.2383995093405,701.9222001545131
000000172617.jpg,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,12.222212739288807,50.385786686092615,32.81943732872605,306.56381184235215,449.5592340826988,499.24005614593625
000000248616.jpg,3,3,3,4,3,3,1,0.0,0.0,0.0,0.0,0.0,0.0,11.459856759756804,50.109654199332,34.746098797768354,307.5267537496984,449.2712118662894,499.5672386139631
000000492758.jpg,1,1,1,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,11.260503437370062,50.06955610588193,34.89768644794822,302.96978866681457,448.51329317316413,501.6351412050426
000000314251.jpg,12,10,14,13,3,12,15,0.0,0.0,0.0,0.0,0.0,0.0,11.70676527544856,50.138542894273996,32.939284574240446,303.6269131116569,634.716194588691,698.0744823813438
000000165518.jpg,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,12.963789515197277,49.61702274158597,28.933151625096798,306.3721056096256,452.3930628784001,499.6301895007491
000000047571.jpg,2,1,2,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,11.468053329735994,49.5646120980382,29.118208214640617,306.5238087438047,452.12915632873774,500.0171777792275
000000531036.jpg,1,1,1,1,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,11.543239932507277,50.41359970346093,33.16365694627166,305.8871007524431,451.70160103589296,500.35177916288376
000000013729.jpg,4,4,4,5,3,4,4,0.0,0.0,0.0,0.0,0.0,0.0,11.271973140537739,50.16855988651514,33.27672649174929,302.9330656863749,450.4653471522033,502.0938850939274
000000407083.jpg,1,1,1,1,1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,11.609852779656649,50.421162974089384,33.334963489323854,303.07126929983497,464.7302213124931,499.38087118789554
000000520264.jpg,2,2,2,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,11.288344860076904,50.31500104814768,32.63163845986128,302.82020568847656,464.78646667674184,515.8547079190612
